department,municipality,crop,yield_t_ha,relative_yield,avg_temperature,total_precipitation,pest_alert,pest_name,species,year,season,climate_risk,category_temp,category_rain
3,44,7,0.5968253968253967,0.8137601736730623,0.6950954244255083,0.7488112280910331,0,0,1,1,0,0,1,0
7,0,6,0.6190476190476191,0.8991892623050544,0.34040153197208856,0.4789263338995875,0,1,2,2,0,0,0,0
1,23,0,0.28571428571428564,0.30830133121930614,0.3790883422752982,0.786815128401706,0,2,0,3,1,0,0,0
0,45,6,0.5777777777777777,0.8107753634989956,0.5490927667582532,0.38308639215389473,0,1,2,3,0,0,1,0
2,46,5,0.17142857142857143,0.2524525209293804,0.21408436920474916,0.45472433571502524,0,2,0,1,1,0,0,0
4,47,1,0.05714285714285716,0.09648384951935138,0.41624956471077734,0.7178879741508677,0,2,0,3,1,0,0,0
7,2,7,0.04126984126984126,0.053620525114143364,0.34040153197208856,0.4789263338995875,0,0,1,2,0,0,0,0
0,4,0,0.6190476190476191,0.7722213947006368,0.6433216078782618,0.6578610714336488,0,2,0,4,1,0,1,0
2,5,4,0.5206349206349207,0.7280500960349411,0.8847428159183348,0.7746451710045479,0,2,0,5,0,0,1,0
1,9,4,0.4825396825396825,0.6924458992610264,0.42511623208878824,0.0,0,2,0,4,1,0,0,0
2,10,5,0.0158730158730159,0.04809664691397014,0.3687735234766052,0.4220713771469722,0,2,0,2,1,0,0,0
6,15,4,0.5079365079365079,0.6713700322916224,0.47322884726648873,0.24817961992934734,0,2,0,4,0,0,1,0
0,17,5,0.16825396825396827,0.22614986984093718,0.30062990502915987,0.5890303818252463,0,2,0,5,0,0,0,0
4,20,4,0.53015873015873,0.9294050497874793,0.3172110349996702,0.6573678867414552,0,2,0,4,0,0,0,0
5,27,7,0.15873015873015872,0.16733759570605425,0.4238938044177267,0.26681131444109507,0,0,1,3,1,0,0,0
6,28,7,0.8222222222222221,0.9670580484522522,0.4481509763559117,0.5499049270183036,0,0,1,1,1,0,0,0
4,32,5,0.45079365079365075,0.6096938497208795,0.49742583043358923,0.6987841617338155,0,2,0,4,1,0,1,0
3,33,0,0.3396825396825397,0.3817388902044361,0.31975296695675937,0.6770819132972177,0,2,0,4,0,0,0,0
6,35,4,0.5492063492063491,0.7241532778121844,0.4305383431834624,0.4639636387643966,0,2,0,0,1,0,0,0
6,39,2,0.7142857142857143,0.8840675142410994,0.27779167553221207,0.6678790815982287,0,2,0,3,0,0,0,0
7,0,5,0.746031746031746,0.8663415418607527,0.24683334851130034,0.41414215037469404,0,2,0,4,1,0,0,0
6,1,2,0.7841269841269841,0.9692955070082454,0.803367717307867,0.7721710878902828,0,2,0,2,0,0,1,0
0,46,3,0.5047619047619046,0.657231490736142,0.40754706711259203,0.332479822075868,0,3,3,4,0,0,0,0
0,49,7,0.12698412698412698,0.20018748444906095,0.685746877129426,0.758885044141242,1,0,1,2,1,0,1,0
0,3,4,0.0380952380952381,0.06924860731396368,0.07033308036035546,0.6657032642628771,0,2,0,3,1,0,0,0
6,5,4,0.2793650793650793,0.37903205710081744,0.6334819643239218,0.1830987208994701,0,2,0,3,1,0,1,0
3,6,5,0.18412698412698414,0.21271090166918774,0.31975296695675937,0.6770819132972177,0,2,0,4,0,0,0,0
4,8,0,0.21269841269841266,0.2842546393490283,0.39865589112227084,0.5821611754539173,0,2,0,2,0,0,0,0
7,13,4,0.43492063492063493,0.7198729290313555,0.5213789182796438,1.0,0,2,0,4,0,0,1,0
3,14,2,0.19999999999999996,0.2688690570158129,0.33046637083149655,0.6182528639898939,0,2,0,2,1,0,0,0
2,15,3,0.5428571428571428,0.6748715319944683,0.4321475105997541,0.7595012887024524,0,3,3,4,0,0,0,0
2,18,6,0.6793650793650794,0.8716405282827258,0.3228621976574866,0.7953745891167685,0,1,2,3,1,0,0,0
1,19,3,0.492063492063492,0.6757920863717916,0.5189155089769342,0.6667353309890451,0,3,3,2,1,0,1,0
1,20,6,0.3746031746031746,0.5734057108181081,0.3790883422752982,0.786815128401706,0,1,2,3,1,0,0,0
5,21,0,0.526984126984127,0.6144379820522645,0.5624971020891163,0.708605385023577,0,2,0,2,1,0,1,0
0,22,1,0.48888888888888893,0.5350773276418552,0.685746877129426,0.758885044141242,1,2,0,2,1,0,1,0
2,25,4,0.047619047619047616,0.09491672586628772,0.4321475105997541,0.7595012887024524,0,2,0,4,0,0,0,0
2,27,7,0.09841269841269845,0.14215536443734603,0.21408436920474916,0.45472433571502524,0,0,1,1,1,0,0,0
0,30,4,0.18412698412698414,0.2551264479988137,0.5396335844983531,0.8038572700800248,1,2,0,1,1,0,1,0
0,32,3,0.6095238095238095,0.7896284201178844,0.5396335844983531,0.8038572700800248,0,3,3,1,1,0,1,0
1,38,0,0.5746031746031746,0.6265307534882019,0.42511623208878824,0.0,0,2,0,4,1,0,0,0
7,41,5,0.7523809523809524,0.8736932887885351,0.5146344897496444,0.5831787423675747,0,2,0,0,1,0,1,0
2,43,6,0.565079365079365,0.7280601296057778,0.3778700940245816,0.9858949486539306,0,1,2,2,0,0,0,0
3,1,3,0.13015873015873014,0.22373686935764173,0.7098564104956644,0.7291188431445734,1,3,3,0,1,0,1,0
0,34,4,0.7238095238095237,0.9420662940080415,0.40754706711259203,0.332479822075868,0,2,0,4,0,0,0,0
0,45,3,0.3079365079365079,0.4084857446249901,0.4452000546624637,0.3018125163937082,0,3,3,1,0,0,0,0
4,47,6,0.526984126984127,0.8406722069994625,0.2605319881203014,0.5780520484605312,0,1,2,2,1,0,0,0
1,2,4,0.6476190476190476,0.9173660543089526,0.22556788515457793,0.5706486180467323,0,2,0,2,0,0,0,0
1,3,2,0.6761904761904761,0.8446386076565087,0.3790883422752982,0.786815128401706,0,2,0,3,1,0,0,0
0,4,0,0.146031746031746,0.19233541626275727,0.6433216078782618,0.6578610714336488,1,2,0,4,1,0,1,0
5,7,4,0.37142857142857133,0.395555363469532,0.9391480225458171,0.6776426206665676,1,2,0,1,1,0,1,0
1,10,0,0.48571428571428565,0.5286140081746954,1.0,0.7271951344329128,1,2,0,3,0,0,1,0
4,16,6,0.2571428571428572,0.4385141458904188,0.49742583043358923,0.6987841617338155,1,1,2,4,1,0,1,0
6,17,6,0.5111111111111111,0.8547422376600149,0.5496004039515352,0.4160850014094928,0,1,2,4,1,0,1,0
2,18,2,0.3555555555555556,0.5221323727201381,0.3687735234766052,0.4220713771469722,0,2,0,2,1,0,0,0
0,19,3,0.4126984126984127,0.5408826740067323,0.6433216078782618,0.6578610714336488,1,3,3,4,1,0,1,0
3,26,7,0.6730158730158731,0.9141006008012593,0.16250980249855296,0.5371598895838154,0,0,1,5,0,0,0,0
7,28,1,0.15873015873015872,0.22968204666101652,0.4649809783243084,0.7987971854564409,1,2,0,3,0,0,1,0
1,29,5,0.24444444444444446,0.3529918507179366,0.3749871978054573,0.711625197812678,0,2,0,1,0,0,0,0
3,33,6,0.31746031746031744,0.4666960662852724,0.33046637083149655,0.6182528639898939,0,1,2,2,1,0,0,0
2,36,7,0.5587301587301586,0.7211488850411466,0.24698304007166882,0.7273055550657528,0,0,1,4,1,0,0,0
6,37,3,0.819047619047619,0.9595765253769044,0.6334819643239218,0.1830987208994701,0,3,3,3,1,0,1,0
7,43,1,0.0222222222222222,0.05296733659704239,0.6982831263972971,0.6525557646132096,1,2,0,5,0,0,1,0
2,44,0,0.37777777777777777,0.45802732867237794,0.4321475105997541,0.7595012887024524,0,2,0,4,0,0,0,0
0,23,4,0.15555555555555556,0.21875904438656044,0.6433216078782618,0.6578610714336488,1,2,0,4,1,0,1,0
2,34,2,0.0603174603174603,0.11832019105126287,0.49959983630583427,0.4456087181147783,0,2,0,0,1,0,1,0
0,48,5,0.5238095238095237,0.6691830125709002,0.731779196326154,0.9031034395681923,0,2,0,2,0,0,1,0
0,49,0,0.565079365079365,0.7060599072278584,0.6268451232587697,0.3592886431729374,0,2,0,0,0,0,1,0
2,4,6,0.6857142857142857,0.8796172170981118,0.24698304007166882,0.7273055550657528,0,1,2,4,1,0,0,0
2,7,0,0.09523809523809523,0.12134942667336199,0.3687735234766052,0.4220713771469722,0,2,0,2,1,0,0,0
5,10,5,0.012698412698412709,0.03536712545826187,0.3997887788662027,0.8761515822339954,0,2,0,5,0,0,0,0
3,13,3,0.12063492063492065,0.21038458590580003,0.33046637083149655,0.6182528639898939,0,3,3,2,1,0,0,0
2,19,3,0.7333333333333333,0.9073115122685029,0.3228621976574866,0.7953745891167685,0,3,3,3,1,0,0,0
5,21,5,0.20634920634920628,0.2801008434063309,0.3997887788662027,0.8761515822339954,0,2,0,5,0,0,0,0
4,24,7,0.0603174603174603,0.1393377039898789,0.709457062776405,0.584343178896467,0,0,1,3,0,0,1,0
0,33,0,0.6063492063492064,0.7566539858835125,0.4452000546624637,0.3018125163937082,0,2,0,1,0,0,0,0
6,36,2,0.13015873015873014,0.17125157473406036,0.6334819643239218,0.1830987208994701,0,2,0,3,1,0,1,0
5,37,6,0.6476190476190476,0.8600336716205317,0.5126087085461508,0.33965023527493443,0,1,2,3,0,0,1,0
3,38,4,0.2571428571428572,0.3250502481808272,0.4519382782652528,0.6350241154309053,0,2,0,1,1,0,0,0
6,44,6,0.5555555555555555,0.9234832085705142,0.4305383431834624,0.4639636387643966,0,1,2,0,1,0,0,0
1,48,1,0.49523809523809526,0.7490575898698086,0.37407641364350663,0.833010097580444,0,2,0,5,0,0,0,0
1,49,2,0.07936507936507936,0.11128062832232613,0.374329448620796,0.6034339182502055,0,2,0,1,1,0,0,0
5,14,7,0.565079365079365,0.6135711842555318,0.5528004402808602,0.822774199024777,0,0,1,0,0,0,1,0
7,15,2,0.35238095238095235,0.4367614249289007,0.34040153197208856,0.4789263338995875,0,2,0,2,0,0,0,0
6,22,1,0.5873015873015873,0.7975832182513464,0.7062188736615447,0.7849849405396583,0,2,0,0,0,0,1,0
3,24,2,0.4984126984126983,0.6433313271239507,0.7098564104956644,0.7291188431445734,0,2,0,0,1,0,1,0
7,25,5,0.73015873015873,0.8479621745412971,0.6982831263972971,0.6525557646132096,0,2,0,5,0,0,1,0
2,27,7,0.4444444444444444,0.5773987695808928,0.22150118839545296,0.7776249903183627,0,0,1,3,0,0,0,0
6,28,5,0.4666666666666667,0.6464429274418813,0.4481509763559117,0.5499049270183036,0,2,0,1,1,0,0,0
4,33,7,0.33015873015873015,0.5343044930295726,0.5488261328080419,0.7511705280330245,1,0,1,0,0,0,1,0
2,36,2,0.2095238095238095,0.3223973151204793,0.4321475105997541,0.7595012887024524,0,2,0,4,0,0,0,0
7,37,3,0.526984126984127,0.6761507257754519,0.2784766362864808,0.15244946660718028,0,3,3,1,1,0,0,0
5,43,0,0.4444444444444444,0.5186568255133166,0.3997887788662027,0.8761515822339954,0,2,0,5,0,0,0,0
5,1,4,0.19047619047619052,0.19867061944191425,0.5825428175581671,0.861535160909459,1,2,0,4,1,0,1,0
7,23,3,0.06666666666666665,0.10055904724335366,0.5025896711229967,0.546560781687683,0,3,3,0,0,0,1,0
0,34,0,0.21587301587301583,0.27795616475694085,0.07033308036035546,0.6657032642628771,0,2,0,3,1,0,0,0
3,45,6,0.6761904761904761,0.9548398407158405,0.7098564104956644,0.7291188431445734,0,1,2,0,1,0,1,0
3,46,0,0.5777777777777777,0.650698103048064,0.31975296695675937,0.6770819132972177,0,2,0,4,0,0,0,0
7,9,6,0.15238095238095234,0.25090626771308655,0.2784766362864808,0.15244946660718028,0,1,2,1,1,0,0,0
7,11,4,0.6,0.9704615753828965,0.5146344897496444,0.5831787423675747,0,2,0,0,1,0,1,0
7,13,3,0.6063492063492064,0.7753906703499513,0.3313278110071547,0.7912312142913782,0,3,3,3,1,0,0,0
2,16,5,0.37777777777777777,0.523536843602884,0.49959983630583427,0.4456087181147783,0,2,0,0,1,0,1,0
3,19,6,0.36190476190476184,0.527174056037732,0.2216259032042922,0.6587873196191056,0,1,2,3,0,0,0,0
7,24,6,0.19047619047619052,0.3038273284961043,0.4649809783243084,0.7987971854564409,1,1,2,3,0,0,1,0
3,27,6,0.4539682539682539,0.6524498919535416,0.31975296695675937,0.6770819132972177,0,1,2,4,0,0,0,0
2,30,7,0.28888888888888886,0.38173889020443585,0.4321475105997541,0.7595012887024524,0,0,1,4,0,0,0,0
3,36,3,0.11428571428571427,0.2014830636045721,0.33046637083149655,0.6182528639898939,0,3,3,2,1,0,0,0
6,39,1,0.37142857142857133,0.5143369981459384,0.4305383431834624,0.4639636387643966,0,2,0,0,1,0,0,0
1,43,1,0.38095238095238093,0.5864739031326764,0.374329448620796,0.6034339182502055,0,2,0,1,1,0,0,0
4,45,2,0.33650793650793653,0.3542744372506478,0.3172110349996702,0.6573678867414552,0,2,0,4,0,0,0,0
6,49,3,0.2793650793650793,0.329881666535112,0.7062188736615447,0.7849849405396583,1,3,3,0,0,0,1,0
7,5,6,0.0222222222222222,0.07009264337110913,0.01726266913839769,0.404977750041164,0,1,2,1,0,0,0,0
5,7,2,0.2761904761904762,0.34824105628139446,0.9391480225458171,0.6776426206665676,1,2,0,1,1,0,1,0
3,8,0,0.365079365079365,0.4104278729077564,0.2216259032042922,0.6587873196191056,0,2,0,3,0,0,0,0
3,13,5,0.24444444444444446,0.2820245372555845,0.6950954244255083,0.7488112280910331,1,2,0,1,0,0,1,0
0,14,6,0.580952380952381,0.8150514745285097,0.5490927667582532,0.38308639215389473,0,1,2,3,0,0,1,0
2,16,1,0.29841269841269835,0.3652910773680662,0.3557878588117651,0.2836449415924456,0,2,0,1,0,0,0,0
3,18,1,0.4634920634920634,0.5832823065108159,0.25775801026777145,0.4622753323838902,0,2,0,2,0,0,0,0
0,19,0,0.3079365079365079,0.3908198786810919,0.5490927667582532,0.38308639215389473,0,2,0,3,0,0,1,0
6,21,6,0.30158730158730157,0.5306776605105179,0.887844856994958,0.5500565690167338,0,1,2,5,0,0,1,0
7,25,1,0.19047619047619052,0.2707784908619407,0.3313278110071547,0.7912312142913782,0,2,0,3,1,0,0,0
0,29,4,0.5206349206349207,0.6834536460986854,0.38740471355727557,0.49918353191459097,0,2,0,0,1,0,0,0
3,32,4,0.08571428571428572,0.11633297527572148,0.4337600083806423,0.7469683148991253,0,2,0,4,1,0,0,0
5,33,2,0.2761904761904762,0.34824105628139446,0.5528004402808602,0.822774199024777,1,2,0,0,0,0,1,0
0,35,5,0.6761904761904761,0.8590543594551701,0.685746877129426,0.758885044141242,0,2,0,2,1,0,1,0
0,36,1,0.25396825396825395,0.2752213496944731,0.4452000546624637,0.3018125163937082,0,2,0,1,0,0,0,0
2,37,4,0.09523809523809523,0.15865498460809854,0.49959983630583427,0.4456087181147783,0,2,0,0,1,0,1,0
1,41,1,0.6063492063492064,0.9071250630864649,0.5189155089769342,0.6667353309890451,0,2,0,2,1,0,1,0
4,42,1,0.019047619047619063,0.047466276895661325,0.39865589112227084,0.5821611754539173,0,2,0,2,0,0,0,0
1,1,7,0.05079365079365081,0.11718671988451076,0.374329448620796,0.6034339182502055,0,0,1,1,1,0,0,0
6,12,3,0.326984126984127,0.3854429776093877,0.42312534949503533,0.5935569709344319,0,3,3,1,0,0,0,0
7,34,7,0.7873015873015873,0.9298457046166297,0.16124039153547898,0.6075689932475568,0,0,1,2,1,0,0,0
0,45,4,0.15238095238095234,0.2147182217629767,0.685746877129426,0.758885044141242,1,2,0,2,1,0,1,0
0,47,4,0.2095238095238095,0.28745302898748315,0.6268451232587697,0.3592886431729374,0,2,0,0,0,0,1,0
5,9,4,0.692063492063492,0.7444213134132056,0.4238938044177267,0.26681131444109507,0,2,0,3,1,0,0,0
7,17,1,0.692063492063492,0.9201023092365428,0.6982831263972971,0.6525557646132096,0,2,0,5,0,0,1,0
7,19,0,0.438095238095238,0.42012670512848105,0.5146344897496444,0.5831787423675747,0,2,0,0,1,0,1,0
5,25,3,0.3492063492063492,0.549123596720092,0.3718596191184469,0.7601489603698894,0,3,3,1,0,0,0,0
2,27,6,0.33015873015873015,0.4329226434364961,0.4321475105997541,0.7595012887024524,0,1,2,4,0,0,0,0
0,28,0,0.16190476190476188,0.21179467728416276,0.38740471355727557,0.49918353191459097,0,2,0,0,1,0,0,0
1,31,1,0.21269841269841266,0.3471145865474541,1.0,0.7271951344329128,1,2,0,3,0,0,1,0
0,33,2,0.1777777777777778,0.2559355992934018,0.40754706711259203,0.332479822075868,0,2,0,4,0,0,0,0
7,36,0,0.5492063492063491,0.5320911653236126,0.34040153197208856,0.4789263338995875,0,2,0,2,0,0,0,0
4,37,6,0.3904761904761904,0.637227540791358,0.39865589112227084,0.5821611754539173,0,1,2,2,0,0,0,0
5,23,3,0.41587301587301584,0.6449893831790587,0.351896090491425,0.799437250260155,0,3,3,4,0,0,0,0
2,3,0,0.1111111111111111,0.14026391554971115,0.3687735234766052,0.4220713771469722,0,2,0,2,1,0,0,0
4,5,7,0.07936507936507936,0.167217712627975,0.2605319881203014,0.5780520484605312,0,0,1,2,1,0,0,0
4,6,4,0.219047619047619,0.4278042681132902,0.6392935404450437,0.6496326542644022,1,2,0,1,0,0,1,0
7,8,2,0.11428571428571427,0.14885281299856243,0.4649809783243084,0.7987971854564409,1,2,0,3,0,0,1,0
4,13,5,0.35238095238095235,0.48198414348576357,0.41624956471077734,0.7178879741508677,0,2,0,3,1,0,0,0
4,22,0,0.73015873015873,0.9328233287135783,0.2605319881203014,0.5780520484605312,0,2,0,2,1,0,0,0
3,26,2,0.6476190476190476,0.8305624621780199,0.33046637083149655,0.6182528639898939,0,2,0,2,1,0,0,0
4,29,3,0.7555555555555554,0.9473728035322835,0.33189783751439794,0.39783538053412837,0,3,3,5,0,0,0,0
2,33,5,0.19999999999999996,0.28998727329955776,0.22150118839545296,0.7776249903183627,0,2,0,3,0,0,0,0
5,36,3,0.22857142857142854,0.3756521736038667,0.459852258623342,0.27231617103819517,0,3,3,2,0,0,1,0
1,41,1,0.5682539682539682,0.8529305008407542,0.16586759923958816,0.2871568353134357,0,2,0,0,0,0,0,0
2,42,0,0.46031746031746024,0.5563826708293936,0.24698304007166882,0.7273055550657528,0,2,0,4,1,0,0,0
7,43,0,0.9999999999999999,0.9863469752581462,0.2784766362864808,0.15244946660718028,0,2,0,1,1,0,0,0
7,44,3,0.5746031746031746,0.7356946925201515,0.24683334851130034,0.41414215037469404,0,3,3,4,1,0,0,0
0,47,7,0.3555555555555556,0.50536338828689,0.38740471355727557,0.49918353191459097,0,0,1,0,1,0,0,0
7,7,3,0.7650793650793651,0.9738705594989507,0.24683334851130034,0.41414215037469404,0,3,3,4,1,0,0,0
7,13,6,0.2952380952380952,0.44936024564940324,0.34040153197208856,0.4789263338995875,0,1,2,2,0,0,0,0
6,14,2,0.7999999999999999,0.9886655053644149,0.47322884726648873,0.24817961992934734,0,2,0,4,0,0,1,0
1,19,5,0.5968253968253967,0.8199559555474165,0.3289872047246103,0.3059536353880681,0,2,0,0,1,0,0,0
4,29,5,0.5460317460317461,0.7332838880129273,0.49742583043358923,0.6987841617338155,0,2,0,4,1,0,1,0
2,32,3,0.7396825396825397,0.9150595116109705,0.3228621976574866,0.7953745891167685,0,3,3,3,1,0,0,0
7,35,6,0.6380952380952379,0.925649792696563,0.16124039153547898,0.6075689932475568,0,1,2,2,1,0,0,0
5,41,6,0.3396825396825397,0.46236572478600646,0.4238938044177267,0.26681131444109507,0,1,2,3,1,0,0,0
1,42,0,0.6857142857142857,0.7489266851300848,0.42511623208878824,0.0,0,2,0,4,1,0,0,0
0,0,2,0.10476190476190472,0.16106754385229397,0.38740471355727557,0.49918353191459097,0,2,0,0,1,0,0,0
7,1,0,0.1746031746031746,0.15461098523716918,0.24683334851130034,0.41414215037469404,0,2,0,4,1,0,0,0
2,23,4,0.35238095238095235,0.5028415818138765,0.49959983630583427,0.4456087181147783,0,2,0,0,1,0,1,0
6,46,0,0.28888888888888886,0.4694225330364078,0.27779167553221207,0.6678790815982287,0,2,0,3,0,0,0,0
6,47,3,0.24444444444444446,0.28913670508064315,0.887844856994958,0.5500565690167338,0,3,3,5,0,0,1,0
5,49,0,0.6063492063492064,0.7065352479550989,0.47879960016522105,0.3472416804285112,0,2,0,0,1,0,1,0
1,3,4,0.5619047619047619,0.8005805891879139,0.22556788515457793,0.5706486180467323,0,2,0,2,0,0,0,0
1,7,0,0.1111111111111111,0.11596486721063307,0.3289872047246103,0.3059536353880681,0,2,0,0,1,0,0,0
7,10,7,0.4793650793650792,0.5681697794602841,0.6982831263972971,0.6525557646132096,1,0,1,5,0,0,1,0
6,14,3,0.0222222222222222,0.029850586734022744,0.5496004039515352,0.4160850014094928,0,3,3,4,1,0,1,0
6,17,7,0.5523809523809524,0.6511715186042245,0.4305383431834624,0.4639636387643966,0,0,1,0,1,0,0,0
5,18,6,0.20634920634920628,0.29017960347621197,0.9391480225458171,0.6776426206665676,1,1,2,1,1,0,1,0
5,20,5,0.7333333333333333,0.9460975184781251,0.3718596191184469,0.7601489603698894,0,2,0,1,0,0,0,0
7,21,5,0.7079365079365079,0.822231060294059,0.24683334851130034,0.41414215037469404,0,2,0,4,1,0,0,0
3,25,2,0.31746031746031744,0.4162637803562501,0.25775801026777145,0.4622753323838902,0,2,0,2,0,0,0,0
6,31,5,0.13968253968253963,0.21367283481558194,0.887844856994958,0.5500565690167338,0,2,0,5,0,0,1,0
7,32,5,0.06984126984126982,0.08338049405193751,0.5213789182796438,1.0,1,2,0,4,0,0,1,0
3,33,1,0.7619047619047619,0.9499612961779071,0.33046637083149655,0.6182528639898939,0,2,0,2,1,0,0,0
7,36,0,0.1873015873015873,0.16740692354518424,0.34040153197208856,0.4789263338995875,0,2,0,2,0,0,0,0
2,0,0,0.73015873015873,0.8779289817273301,0.3228621976574866,0.7953745891167685,0,2,0,3,1,0,0,0
6,1,3,0.23809523809523808,0.28172853027073963,0.803367717307867,0.7721710878902828,1,3,3,2,0,0,1,0
4,34,1,0.2825396825396825,0.3865044875428503,0.5488261328080419,0.7511705280330245,1,2,0,0,0,0,1,0
7,45,1,0.6380952380952379,0.8502383540949716,0.24683334851130034,0.41414215037469404,0,2,0,4,1,0,0,0
0,47,6,0.6095238095238095,0.8535364737941344,0.4452000546624637,0.3018125163937082,0,1,2,1,0,0,0,0
7,49,1,0.3841269841269841,0.5214668004875782,0.5025896711229967,0.546560781687683,0,2,0,0,0,0,1,0
7,2,4,0.4031746031746032,0.6716828047329821,0.34040153197208856,0.4789263338995875,0,2,0,2,0,0,0,0
2,4,2,0.15873015873015872,0.2529242516075546,0.8847428159183348,0.7746451710045479,1,2,0,5,0,0,1,0
2,5,0,0.6793650793650794,0.8174026173230128,0.49959983630583427,0.4456087181147783,0,2,0,0,1,0,1,0
1,10,0,0.4666666666666667,0.5076318484646585,0.3289872047246103,0.3059536353880681,0,2,0,0,1,0,0,0
2,14,7,0.5492063492063491,0.7091697087527923,0.22150118839545296,0.7776249903183627,0,0,1,3,0,0,0,0
1,15,6,0.5555555555555555,0.8294606039816854,0.42511623208878824,0.0,0,1,2,4,1,0,0,0
6,17,4,0.2571428571428572,0.35061030951282246,0.4481509763559117,0.5499049270183036,0,2,0,1,1,0,0,0
7,18,2,0.3079365079365079,0.3830184840352374,0.5146344897496444,0.5831787423675747,0,2,0,0,1,0,1,0
7,22,2,0.06349206349206346,0.08743230912009023,0.2784766362864808,0.15244946660718028,0,2,0,1,1,0,0,0
6,29,0,0.1873015873015873,0.3217448187930869,0.42312534949503533,0.5935569709344319,0,2,0,1,0,0,0,0
5,33,1,0.7968253968253967,0.8552277389108027,0.47879960016522105,0.3472416804285112,0,2,0,0,1,0,1,0
2,37,2,0.5968253968253967,0.8521294244065309,0.6444268055376945,0.5136197087793226,0,2,0,0,0,0,1,0
7,39,5,0.7777777777777778,0.9031002764996645,0.34040153197208856,0.4789263338995875,0,2,0,2,0,0,0,0
0,41,2,0.45079365079365075,0.6106596326818915,0.6268451232587697,0.3592886431729374,0,2,0,0,0,0,1,0
4,12,5,0.24761904761904763,0.3460351013645112,0.41624956471077734,0.7178879741508677,0,2,0,3,1,0,0,0
4,48,5,0.746031746031746,0.9928229684262271,0.6619823336283668,0.5170924357939253,0,2,0,0,1,0,1,0
7,49,4,0.4634920634920634,0.7632440408998914,0.24683334851130034,0.41414215037469404,0,2,0,4,1,0,0,0
2,5,3,0.10476190476190472,0.14025957736418906,0.6444268055376945,0.5136197087793226,0,3,3,0,0,0,1,0
2,7,0,0.10793650793650794,0.13648101777444135,0.22150118839545296,0.7776249903183627,0,2,0,3,0,0,0,0
2,11,2,0.33015873015873015,0.48739584096367583,0.49959983630583427,0.4456087181147783,0,2,0,0,1,0,1,0
0,17,4,0.6126984126984127,0.8006375021826124,0.38740471355727557,0.49918353191459097,0,2,0,0,1,0,0,0
4,18,0,0.3841269841269841,0.4991178861323762,0.6392935404450437,0.6496326542644022,1,2,0,1,0,0,1,0
3,19,7,0.15873015873015872,0.23680271768592911,0.4337600083806423,0.7469683148991253,0,0,1,4,1,0,0,0
6,21,0,0.38730158730158726,0.6124853187096251,0.7062188736615447,0.7849849405396583,0,2,0,0,0,0,1,0
7,31,4,0.5682539682539682,0.9222714510845231,0.4649809783243084,0.7987971854564409,0,2,0,3,0,0,1,0
5,36,2,0.5682539682539682,0.7038334471567594,0.459852258623342,0.27231617103819517,0,2,0,2,0,0,1,0
7,37,6,0.21587301587301583,0.33910803568478276,0.34040153197208856,0.4789263338995875,0,1,2,2,0,0,0,0
0,38,3,0.1746031746031746,0.23998056177549995,0.6268451232587697,0.3592886431729374,0,3,3,0,0,0,1,0
4,40,2,0.3587301587301587,0.3783058335852125,0.2605319881203014,0.5780520484605312,0,2,0,2,1,0,0,0
1,43,5,0.06984126984126982,0.12161324021684286,0.22556788515457793,0.5706486180467323,0,2,0,2,0,0,0,0
7,0,7,0.6222222222222221,0.7359575797905477,0.16124039153547898,0.6075689932475568,0,0,1,2,1,0,0,0
3,12,1,0.5714285714285713,0.7159108772414658,0.31975296695675937,0.6770819132972177,0,2,0,4,0,0,0,0
4,45,6,0.09523809523809523,0.19721930922499234,0.49742583043358923,0.6987841617338155,1,1,2,4,1,0,1,0
0,46,2,0.6444444444444444,0.8622662145039599,0.4452000546624637,0.3018125163937082,0,2,0,1,0,0,0,0
0,49,2,0.2095238095238095,0.2971825799199703,0.731779196326154,0.9031034395681923,1,2,0,2,0,0,1,0
0,11,5,0.653968253968254,0.8313647880345476,0.5490927667582532,0.38308639215389473,0,2,0,3,0,0,1,0
0,14,7,0.37777777777777777,0.5350332678266789,0.6268451232587697,0.3592886431729374,0,0,1,0,0,0,1,0
3,15,0,0.5777777777777777,0.650698103048064,0.33046637083149655,0.6182528639898939,0,2,0,2,1,0,0,0
1,18,6,0.5714285714285713,0.8519215595223499,0.3749871978054573,0.711625197812678,0,1,2,1,0,0,0,0
2,19,4,0.4571428571428571,0.64306575104586,0.3557878588117651,0.2836449415924456,0,2,0,1,0,0,0,0
2,26,0,0.2634920634920635,0.3218430087626636,0.3687735234766052,0.4220713771469722,0,2,0,2,1,0,0,0
7,31,1,0.019047619047619063,0.048857692176950185,0.24683334851130034,0.41414215037469404,0,2,0,4,1,0,0,0
2,33,2,0.6952380952380952,0.9867334849628226,0.6444268055376945,0.5136197087793226,0,2,0,0,0,0,1,0
6,36,6,0.26031746031746034,0.46684675895076855,0.7062188736615447,0.7849849405396583,1,1,2,0,0,0,1,0
6,39,7,0.5015873015873016,0.591710524750478,0.4305383431834624,0.4639636387643966,0,0,1,0,1,0,0,0
1,41,5,0.0888888888888889,0.14685454318059846,0.3289872047246103,0.3059536353880681,0,2,0,0,1,0,0,0
5,44,7,0.09523809523809523,0.0976135974951983,0.5528004402808602,0.822774199024777,1,0,1,0,0,0,1,0
1,0,1,0.5936507936507937,0.8890602090045614,0.3749871978054573,0.711625197812678,0,2,0,1,0,0,0,0
