department,municipality,crop,period,yield_t_ha,relative_yield,avg_temperature,total_precipitation,pest_alert,pest_name,species;;;;
Huila,Municipio_1,Maíz,2020A,2.03,0.6151515151515151,20.703035714285715,20.150752688172044,1,,;;;;
Antioquia,Municipio_10,Café,2022A,2.15,0.446985446985447,20.358852459016394,19.217837837837838,1,,;;;;
Huila,Municipio_11,Café,2024A,1.65,0.39903264812575573,19.530091743119268,19.269459459459462,1,,;;;;
Huila,Municipio_13,Café,2022B,1.85,0.4474002418379686,19.851956521739133,20.389647058823527,1,,;;;;
Cundinamarca,Municipio_14,Café,2023B,1.05,0.24249422632794457,19.91877192982456,20.49142857142857,1,,;;;;
Boyacá,Municipio_17,Caña de azúcar,2021B,1.4,0.3233256351039261,20.243703703703705,20.21061224489796,1,,;;;;
Antioquia,Municipio_18,Papa,2022B,2.05,0.4800936768149883,18.532027027027027,20.207,1,,;;;;
Nariño,Municipio_23,Café,2019B,2.9,0.5912334352701326,20.090631578947367,19.092380952380953,1,,;;;;
Cundinamarca,Municipio_28,Cebolla,2022B,2.63,0.6930171277997365,18.65084745762712,18.431632653061225,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Boyacá,Municipio_29,Maíz,2021A,1.62,0.4148527528809219,19.124363636363636,19.874307692307692,1,,;;;;
Huila,Municipio_31,Cebolla,2023B,0.75,0.17401392111368907,20.161704545454544,20.32278350515464,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Huila,Municipio_34,Papa,2019B,1.06,0.2585365853658537,20.789610389610388,19.68686046511628,1,,;;;;
Boyacá,Municipio_38,Café,2019B,2.06,0.5508021390374331,19.518985507246377,18.94787234042553,1,,;;;;
Nariño,Municipio_39,Tomate,2019A,0.52,0.10732714138286895,20.372999999999998,20.75675,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Valle del Cauca,Municipio_40,Tomate,2023A,1.48,0.326710816777042,20.253103448275862,21.377042253521125,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cauca,Municipio_41,Caña de azúcar,2021B,2.52,0.6478149100257069,19.6708,19.354285714285716,1,,;;;;
Huila,Municipio_44,Arroz,2022A,1.39,0.3274440518256773,20.970761904761904,19.92223880597015,1,,;;;;
Huila,Municipio_46,Tomate,2023B,1.31,0.360385144429161,20.161704545454544,20.32278350515464,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Antioquia,Municipio_3,Tomate,2020A,0.56,0.14052697616060228,19.96242424242424,18.93337837837838,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cauca,Municipio_4,Plátano,2022B,0.55,0.12987012987012986,19.49561403508772,20.660851063829785,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Huila,Municipio_6,Cebolla,2020A,2.61,0.6055684454756379,20.703035714285715,20.150752688172044,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cundinamarca,Municipio_8,Maíz,2021A,0.83,0.18993135011441648,19.247192982456138,19.495,1,,;;;;
Boyacá,Municipio_9,Caña de azúcar,2019A,1.6,0.3695150115473441,18.896562499999998,18.882083333333334,1,,;;;;
Tolima,Municipio_12,Arroz,2022B,0.89,0.24316939890710382,20.680860215053762,18.51787878787879,1,,;;;;
Nariño,Municipio_13,Cebolla,2020A,1.76,0.47567567567567565,19.68257575757576,20.537560975609754,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Tolima,Municipio_17,Papa,2019A,1.96,0.4875621890547264,20.95840579710145,20.62448717948718,1,,;;;;
Cauca,Municipio_19,Plátano,2023B,1.79,0.422668240850059,19.20607843137255,20.422608695652176,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Huila,Municipio_20,Tomate,2020A,2.49,0.6850068775790923,20.703035714285715,20.150752688172044,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Tolima,Municipio_22,Papa,2023A,1.54,0.3830845771144279,20.069375,18.745662650602412,1,,;;;;
Nariño,Municipio_27,Café,2020B,1.37,0.27930682976554544,21.84720430107527,20.24878787878788,1,,;;;;
Nariño,Municipio_30,Maíz,2021B,2.91,0.5950920245398773,20.41,20.357157894736844,1,,;;;;
Nariño,Municipio_31,Papa,2022B,0.62,0.14726840855106887,19.881125,18.810873786407768,1,,;;;;
Valle del Cauca,Municipio_36,Cebolla,2024A,1.66,0.3901292596944771,20.928125,20.160983606557377,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_38,Maíz,2022B,2.08,0.5232704402515724,19.49561403508772,20.660851063829785,1,,;;;;
Valle del Cauca,Municipio_39,Plátano,2019B,2.5,0.6527415143603134,20.22736842105263,19.918163265306124,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Nariño,Municipio_41,Tomate,2023A,0.54,0.11145510835913314,19.6064,20.675070422535214,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cundinamarca,Municipio_43,Tomate,2023A,1.97,0.4876237623762376,19.48375,20.246825396825397,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_2,Café,2024A,1.35,0.32648125755743657,19.530091743119268,19.269459459459462,1,,;;;;
Boyacá,Municipio_3,Papa,2021B,2.14,0.5330012453300125,20.243703703703705,20.21061224489796,1,,;;;;
Cundinamarca,Municipio_14,Cebolla,2021A,2.27,0.5981554677206852,19.247192982456138,19.495,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Tolima,Municipio_15,Tomate,2023B,2.6,0.5720572057205721,20.36078947368421,19.333333333333332,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Tolima,Municipio_18,Café,2019A,2.53,0.623921085080148,20.95840579710145,20.62448717948718,1,,;;;;
Cauca,Municipio_19,Cebolla,2022B,2.06,0.4724770642201835,19.49561403508772,20.660851063829785,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Huila,Municipio_20,Caña de azúcar,2023B,1.62,0.32926829268292684,20.161704545454544,20.32278350515464,1,,;;;;
Boyacá,Municipio_25,Plátano,2024A,1.53,0.4069148936170213,19.69103448275862,20.792575757575758,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cauca,Municipio_26,Papa,2023B,1.23,0.3037037037037037,19.20607843137255,20.422608695652176,1,,;;;;
Cauca,Municipio_30,Café,2019A,2.17,0.48764044943820223,20.72262295081967,19.674705882352942,1,,;;;;
Boyacá,Municipio_46,Plátano,2020B,2.01,0.5345744680851063,19.692,19.989056603773587,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Valle del Cauca,Municipio_49,Tomate,2022A,2.68,0.5916114790286977,20.03790322580645,20.672830188679246,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cauca,Municipio_0,Café,2021A,2.54,0.5707865168539326,19.70551020408163,21.32767441860465,1,,;;;;
Cauca,Municipio_1,Plátano,2020A,1.48,0.3494687131050767,19.62125,18.869791666666668,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Valle del Cauca,Municipio_3,Café,2023B,2.66,0.6472019464720195,19.20550724637681,19.326533333333334,1,,;;;;
Boyacá,Municipio_5,Café,2022A,1.51,0.4037433155080214,22.0794,20.42222222222222,1,,;;;;
Cundinamarca,Municipio_6,Cebolla,2020A,2.35,0.619235836627141,20.91596153846154,20.497878787878786,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Valle del Cauca,Municipio_7,Caña de azúcar,2021A,0.96,0.21818181818181814,19.562539682539683,19.55327868852459,1,,;;;;
Tolima,Municipio_8,Tomate,2019A,0.81,0.17821782178217824,20.95840579710145,20.62448717948718,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Nariño,Municipio_13,Plátano,2024A,1.15,0.279126213592233,19.789146341463415,20.943571428571428,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cauca,Municipio_19,Café,2023A,2.49,0.5595505617977529,19.91261904761905,20.53529411764706,1,,;;;;
Huila,Municipio_20,Maíz,2023B,1.39,0.4212121212121212,20.161704545454544,20.32278350515464,1,,;;;;
Cauca,Municipio_24,Caña de azúcar,2022A,0.78,0.20051413881748073,19.10884615384615,20.598727272727274,1,,;;;;
Cauca,Municipio_27,Cebolla,2019B,0.67,0.1536697247706422,20.169999999999998,19.436666666666667,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Boyacá,Municipio_28,Arroz,2022A,2.97,0.6149068322981367,22.0794,20.42222222222222,1,,;;;;
Cundinamarca,Municipio_31,Tomate,2023B,2.25,0.556930693069307,19.91877192982456,20.49142857142857,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Nariño,Municipio_32,Cebolla,2024A,0.76,0.2054054054054054,19.789146341463415,20.943571428571428,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Antioquia,Municipio_36,Maíz,2020B,1.86,0.44497607655502397,20.322758620689655,20.69054054054054,1,,;;;;
Cauca,Municipio_39,Caña de azúcar,2020B,1.79,0.4601542416452442,19.080545454545454,19.468571428571426,1,,;;;;
Tolima,Municipio_40,Caña de azúcar,2023B,1.47,0.33715596330275227,20.36078947368421,19.333333333333332,1,,;;;;
Boyacá,Municipio_41,Plátano,2022B,0.67,0.17819148936170215,19.71015873015873,20.630892857142857,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cauca,Municipio_42,Café,2024A,1.79,0.40224719101123596,21.639607843137252,20.588297872340426,1,,;;;;
Antioquia,Municipio_48,Maíz,2023A,1.96,0.4688995215311005,19.81875,19.040714285714284,1,,;;;;
Cundinamarca,Municipio_49,Café,2022B,1.55,0.3579676674364896,18.65084745762712,18.431632653061225,1,,;;;;
Cauca,Municipio_0,Plátano,2024A,1.17,0.2762691853600944,21.639607843137252,20.588297872340426,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Valle del Cauca,Municipio_5,Café,2023A,1.58,0.3844282238442822,20.253103448275862,21.377042253521125,1,,;;;;
Cundinamarca,Municipio_10,Café,2023B,1.42,0.3279445727482679,19.91877192982456,20.49142857142857,1,,;;;;
Boyacá,Municipio_14,Papa,2021A,1.4,0.34869240348692404,19.124363636363636,19.874307692307692,1,,;;;;
Nariño,Municipio_15,Arroz,2024A,0.59,0.12868047982551797,19.789146341463415,20.943571428571428,1,,;;;;
Boyacá,Municipio_18,Arroz,2023B,2.26,0.46790890269151136,19.88578947368421,17.87703125,1,,;;;;
Antioquia,Municipio_19,Maíz,2021B,1.71,0.4090909090909091,20.880289855072466,20.533137254901963,1,,;;;;
Nariño,Municipio_23,Maíz,2022B,2.14,0.4376278118609407,19.881125,18.810873786407768,1,,;;;;
Nariño,Municipio_29,Caña de azúcar,2023B,0.7,0.16018306636155605,20.486489361702127,20.89241379310345,1,,;;;;
Nariño,Municipio_34,Maíz,2020A,2.32,0.47443762781186083,19.68257575757576,20.537560975609754,1,,;;;;
Antioquia,Municipio_37,Plátano,2022A,1.22,0.30886075949367087,20.358852459016394,19.217837837837838,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Boyacá,Municipio_42,Cebolla,2020B,1.99,0.4925742574257427,19.692,19.989056603773587,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Antioquia,Municipio_44,Papa,2020B,1.63,0.3817330210772834,20.322758620689655,20.69054054054054,1,,;;;;
Nariño,Municipio_48,Plátano,2023B,0.98,0.2378640776699029,20.486489361702127,20.89241379310345,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Huila,Municipio_5,Caña de azúcar,2023B,1.66,0.33739837398373984,20.161704545454544,20.32278350515464,1,,;;;;
Cauca,Municipio_6,Papa,2020A,0.74,0.18271604938271604,19.62125,18.869791666666668,1,,;;;;
Tolima,Municipio_7,Maíz,2020B,0.81,0.19471153846153846,19.973684210526315,19.801704545454545,1,,;;;;
Nariño,Municipio_9,Arroz,2021B,3.02,0.658669574700109,20.41,20.357157894736844,1,,;;;;
Antioquia,Municipio_10,Café,2021B,0.91,0.1891891891891892,20.880289855072466,20.533137254901963,1,,;;;;
Nariño,Municipio_11,Tomate,2022B,1.34,0.27657378740970073,19.881125,18.810873786407768,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cundinamarca,Municipio_21,Maíz,2023B,2.75,0.6292906178489702,19.91877192982456,20.49142857142857,1,,;;;;
Boyacá,Municipio_24,Maíz,2019B,1.67,0.4276568501920614,19.518985507246377,18.94787234042553,1,,;;;;
Huila,Municipio_32,Cebolla,2022A,2.07,0.4802784222737818,20.970761904761904,19.92223880597015,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Huila,Municipio_33,Tomate,2022A,1.08,0.29711141678129305,20.970761904761904,19.92223880597015,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cundinamarca,Municipio_38,Cebolla,2021A,0.7,0.1844532279314888,19.247192982456138,19.495,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Tolima,Municipio_42,Tomate,2021B,3.11,0.6842684268426843,20.026666666666667,21.05457831325301,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_46,Cebolla,2019A,1.67,0.3874709976798143,20.35783505154639,20.50613636363636,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Boyacá,Municipio_47,Papa,2022A,0.87,0.21668742216687423,22.0794,20.42222222222222,1,,;;;;
Tolima,Municipio_48,Plátano,2021B,1.34,0.38953488372093026,20.026666666666667,21.05457831325301,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cundinamarca,Municipio_3,Cebolla,2020A,0.79,0.20816864295125165,20.91596153846154,20.497878787878786,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Antioquia,Municipio_4,Cebolla,2019B,1.52,0.36104513064133015,19.741891891891893,19.624179104477612,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Antioquia,Municipio_12,Maíz,2022A,2.9,0.6937799043062202,20.358852459016394,19.217837837837838,1,,;;;;
Cauca,Municipio_13,Cebolla,2024A,0.61,0.13990825688073394,21.639607843137252,20.588297872340426,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Tolima,Municipio_16,Plátano,2021B,1.6,0.4651162790697675,20.026666666666667,21.05457831325301,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Huila,Municipio_17,Plátano,2022B,2.11,0.5910364145658263,19.851956521739133,20.389647058823527,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_19,Cebolla,2020A,1.0,0.2192982456140351,19.87819277108434,19.95448717948718,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_23,Arroz,2023A,0.96,0.21500559910414332,19.91261904761905,20.53529411764706,1,,;;;;
Valle del Cauca,Municipio_26,Café,2021B,2.58,0.6277372262773723,18.87890625,20.003529411764706,1,,;;;;
Tolima,Municipio_28,Plátano,2021B,1.52,0.4418604651162791,20.026666666666667,21.05457831325301,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cauca,Municipio_36,Arroz,2019B,1.16,0.2597984322508399,20.169999999999998,19.436666666666667,1,,;;;;
Tolima,Municipio_41,Papa,2020B,2.18,0.5422885572139304,19.973684210526315,19.801704545454545,1,,;;;;
Huila,Municipio_42,Cebolla,2022A,0.73,0.1693735498839907,20.970761904761904,19.92223880597015,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Nariño,Municipio_43,Cebolla,2021B,2.06,0.5567567567567567,20.41,20.357157894736844,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Nariño,Municipio_45,Café,2022B,0.93,0.18960244648318048,19.881125,18.810873786407768,1,,;;;;
Huila,Municipio_46,Café,2021A,1.7,0.411124546553809,19.784823529411764,19.914601769911503,1,,;;;;
Antioquia,Municipio_0,Café,2024A,2.05,0.4261954261954262,19.41078125,19.938644067796613,1,,;;;;
Nariño,Municipio_1,Plátano,2019A,1.16,0.2815533980582524,20.372999999999998,20.75675,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Nariño,Municipio_9,Caña de azúcar,2019B,1.17,0.2677345537757437,20.090631578947367,19.092380952380953,1,,;;;;
Huila,Municipio_12,Cebolla,2022A,1.81,0.41995359628770296,20.970761904761904,19.92223880597015,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_21,Café,2021A,0.71,0.1595505617977528,19.70551020408163,21.32767441860465,1,,;;;;
Huila,Municipio_22,Arroz,2019B,1.37,0.3227326266195525,20.789610389610388,19.68686046511628,1,,;;;;
Antioquia,Municipio_23,Café,2021B,2.14,0.444906444906445,20.880289855072466,20.533137254901963,1,,;;;;
Nariño,Municipio_24,Café,2023B,1.13,0.23037716615698267,20.486489361702127,20.89241379310345,1,,;;;;
Cauca,Municipio_29,Maíz,2022A,2.09,0.5257861635220126,19.10884615384615,20.598727272727274,1,,;;;;
Boyacá,Municipio_32,Caña de azúcar,2022B,1.05,0.24249422632794457,19.71015873015873,20.630892857142857,1,,;;;;
Cundinamarca,Municipio_33,Papa,2024A,1.11,0.23974082073434128,18.88375,19.75709677419355,1,,;;;;
Valle del Cauca,Municipio_42,Café,2020A,1.51,0.36739659367396593,18.32952380952381,19.294457831325303,1,,;;;;
Huila,Municipio_5,Caña de azúcar,2021B,3.39,0.6890243902439025,19.25777777777778,19.900219780219782,1,,;;;;
Nariño,Municipio_24,Papa,2020B,1.6,0.3800475059382423,21.84720430107527,20.24878787878788,1,,;;;;
Antioquia,Municipio_25,Tomate,2022B,2.42,0.6072772898368883,18.532027027027027,20.207,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Antioquia,Municipio_28,Caña de azúcar,2019A,0.75,0.1831501831501831,20.655535714285715,19.134545454545457,1,,;;;;
Antioquia,Municipio_30,Café,2021A,3.25,0.6756756756756758,21.0559375,21.03790322580645,1,,;;;;
Tolima,Municipio_31,Maíz,2023B,2.26,0.5432692307692307,20.36078947368421,19.333333333333332,1,,;;;;
Antioquia,Municipio_32,Arroz,2020B,2.65,0.6105990783410138,20.322758620689655,20.69054054054054,1,,;;;;
Huila,Municipio_36,Papa,2022A,1.39,0.33902439024390246,20.970761904761904,19.92223880597015,1,,;;;;
Cauca,Municipio_38,Maíz,2023A,1.08,0.2716981132075472,19.91261904761905,20.53529411764706,1,,;;;;
Tolima,Municipio_40,Tomate,2023A,0.62,0.13641364136413642,20.069375,18.745662650602412,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cauca,Municipio_41,Caña de azúcar,2021A,2.04,0.5244215938303342,19.70551020408163,21.32767441860465,1,,;;;;
Boyacá,Municipio_48,Plátano,2022A,2.59,0.6888297872340425,22.0794,20.42222222222222,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cundinamarca,Municipio_0,Tomate,2019A,1.02,0.2524752475247525,19.56,19.83551282051282,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Boyacá,Municipio_1,Papa,2019A,0.81,0.20174346201743465,18.896562499999998,18.882083333333334,1,,;;;;
Nariño,Municipio_3,Maíz,2023A,2.14,0.4376278118609407,19.6064,20.675070422535214,1,,;;;;
Valle del Cauca,Municipio_4,Tomate,2020A,0.55,0.12141280353200885,18.32952380952381,19.294457831325303,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Nariño,Municipio_7,Arroz,2020A,1.61,0.35114503816793896,19.68257575757576,20.537560975609754,1,,;;;;
Cauca,Municipio_10,Café,2022B,2.52,0.5662921348314607,19.49561403508772,20.660851063829785,1,,;;;;
Cauca,Municipio_12,Plátano,2019B,1.72,0.4061393152302243,20.169999999999998,19.436666666666667,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_14,Maíz,2024A,0.5,0.12019230769230768,21.651444444444447,19.802235294117647,1,,;;;;
Tolima,Municipio_18,Maíz,2019A,2.09,0.5024038461538461,20.95840579710145,20.62448717948718,1,,;;;;
Boyacá,Municipio_22,Arroz,2023B,1.67,0.34575569358178054,19.88578947368421,17.87703125,1,,;;;;
Cauca,Municipio_23,Papa,2020A,2.44,0.6024691358024692,19.62125,18.869791666666668,1,,;;;;
Nariño,Municipio_25,Arroz,2022B,1.71,0.3729552889858233,19.881125,18.810873786407768,1,,;;;;
Nariño,Municipio_26,Maíz,2021B,2.84,0.5807770961145193,20.41,20.357157894736844,1,,;;;;
Cauca,Municipio_27,Caña de azúcar,2019A,1.59,0.4087403598971722,20.72262295081967,19.674705882352942,1,,;;;;
Valle del Cauca,Municipio_28,Arroz,2020A,1.29,0.24431818181818182,18.32952380952381,19.294457831325303,1,,;;;;
Cundinamarca,Municipio_31,Caña de azúcar,2020A,0.85,0.20047169811320753,20.91596153846154,20.497878787878786,1,,;;;;
Huila,Municipio_32,Plátano,2022B,1.59,0.44537815126050423,19.851956521739133,20.389647058823527,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Huila,Municipio_33,Arroz,2022B,0.78,0.1837455830388693,19.851956521739133,20.389647058823527,1,,;;;;
Tolima,Municipio_34,Tomate,2020B,0.68,0.14961496149614964,19.973684210526315,19.801704545454545,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Tolima,Municipio_35,Maíz,2023B,1.84,0.4423076923076923,20.36078947368421,19.333333333333332,1,,;;;;
Huila,Municipio_37,Café,2019B,0.61,0.1475211608222491,20.789610389610388,19.68686046511628,1,,;;;;
Cauca,Municipio_38,Maíz,2020B,2.78,0.69937106918239,19.080545454545454,19.468571428571426,1,,;;;;
Huila,Municipio_44,Cebolla,2020A,0.5,0.11600928074245938,20.703035714285715,20.150752688172044,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Tolima,Municipio_45,Arroz,2021B,0.79,0.21584699453551912,20.026666666666667,21.05457831325301,1,,;;;;
Valle del Cauca,Municipio_46,Tomate,2020A,1.23,0.2715231788079471,18.32952380952381,19.294457831325303,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Valle del Cauca,Municipio_5,Cebolla,2022A,1.35,0.3172737955346651,20.03790322580645,20.672830188679246,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Nariño,Municipio_14,Cebolla,2020A,1.96,0.5297297297297296,19.68257575757576,20.537560975609754,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Nariño,Municipio_15,Papa,2019A,2.85,0.6769596199524941,20.372999999999998,20.75675,1,,;;;;
Boyacá,Municipio_18,Papa,2023B,2.48,0.6176836861768369,19.88578947368421,17.87703125,1,,;;;;
Tolima,Municipio_19,Plátano,2022A,1.74,0.5058139534883721,19.323636363636364,20.214615384615385,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Valle del Cauca,Municipio_20,Café,2023A,1.03,0.2506082725060827,20.253103448275862,21.377042253521125,1,,;;;;
Valle del Cauca,Municipio_24,Papa,2023A,0.84,0.18280739934711643,20.253103448275862,21.377042253521125,1,,;;;;
Tolima,Municipio_25,Caña de azúcar,2019B,1.11,0.2545871559633028,19.906478873239436,19.50090909090909,1,,;;;;
Antioquia,Municipio_28,Arroz,2020A,2.14,0.49308755760368667,19.96242424242424,18.93337837837838,1,,;;;;
Cauca,Municipio_29,Plátano,2019B,2.06,0.48642266824085,20.169999999999998,19.436666666666667,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_30,Café,2019A,2.31,0.5696670776818743,20.95840579710145,20.62448717948718,1,,;;;;
Valle del Cauca,Municipio_31,Plátano,2021B,0.98,0.2558746736292428,18.87890625,20.003529411764706,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Boyacá,Municipio_32,Tomate,2022B,0.87,0.2329317269076305,19.71015873015873,20.630892857142857,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
